MOF,PLD,Dimen
qmof-185aa17.res,0.69945,nan
qmof-185eeb8.res,1.10055,nan
qmof-187461d.res,2.16837,nan
qmof-1879cfe.res,6.06881,1
qmof-187d1a2.res,0.99341,nan
qmof-188f4cb.res,0.94697,nan
qmof-18924f9.res,2.49908,1
qmof-18b34f3.res,6.48125,3
qmof-18b8ab1.res,8.19144,3
qmof-18bb58c.res,1.23681,nan
qmof-18bc8b7.res,3.57773,1
qmof-18c2abc.res,0.96574,nan
qmof-18c41a2.res,3.7884,3
qmof-18ca0bf.res,1.52548,nan
qmof-18ceb78.res,7.19451,1
qmof-18e2d2f.res,4.84075,3
qmof-18e62e8.res,11.09391,2
qmof-18ee42c.res,2.00946,nan
qmof-18f2276.res,12.99787,3
qmof-18f4ec6.res,3.47526,1
qmof-18fb46a.res,14.58631,3
qmof-18ff2a1.res,3.38415,1
qmof-19013f9.res,2.61501,1
qmof-190750b.res,1.84152,nan
qmof-1916139.res,12.58644,3
qmof-19172d5.res,10.43199,1
qmof-191c12e.res,2.28391,nan
qmof-1925626.res,2.87637,1
qmof-1937b4e.res,0.90161,nan
qmof-1940038.res,21.21951,1
qmof-1942bae.res,1.24814,nan
qmof-194d013.res,1.13832,nan
qmof-194f61a.res,1.01117,nan
qmof-1954102.res,4.09883,1
qmof-1967cf1.res,1.2089,nan
qmof-1985e04.res,4.6968,1
qmof-19945d1.res,3.54512,1
qmof-199f3f0.res,0.88006,nan
qmof-19a8d62.res,2.74831,1
qmof-19ac3b5.res,1.33454,nan
qmof-19aee6c.res,3.41933,2
qmof-19b2b95.res,9.39179,1
qmof-19d3c65.res,4.50675,3
qmof-19da9fb.res,7.19971,3
qmof-19e56ac.res,1.17226,nan
qmof-19f07bd.res,13.06202,3
qmof-19f4a86.res,8.07039,3
qmof-19f76d2.res,4.05154,2
qmof-1a0cf71.res,1.29171,nan
qmof-1a13c5a.res,4.06127,1
qmof-1a19916.res,1.27322,nan
qmof-1a2e603.res,11.91235,3
qmof-1a36e21.res,0.89385,nan
qmof-1a3fdff.res,6.15072,1
qmof-1a42fad.res,2.50028,1
qmof-1a51de6.res,2.24962,nan
qmof-1a5456b.res,0.82745,nan
qmof-1a60fe1.res,0.98529,nan
qmof-1a74b10.res,5.76783,3
qmof-1a77da5.res,3.86716,1
qmof-1a833bd.res,9.71522,3
qmof-1a88188.res,3.53135,1
qmof-1a95d9b.res,8.69967,1
qmof-1aa1ca3.res,0.93419,nan
qmof-1ab1346.res,0.94934,nan
qmof-1abb5dc.res,4.77006,3
qmof-1acb010.res,1.46842,nan
qmof-1acd4a1.res,6.38202,3
qmof-1ad2593.res,5.51354,3
qmof-1adaa9b.res,1.13749,nan
qmof-1ae080e.res,5.46188,3
qmof-1ae3a52.res,3.98934,3
qmof-1af2219.res,1.12252,nan
qmof-1afa76c.res,0.95622,nan
qmof-1b08f15.res,5.46427,3
qmof-1b23ab1.res,1.38405,nan
qmof-1b24ed6.res,14.68557,3
qmof-1b3859b.res,10.47659,3
qmof-1b3e3c5.res,10.42055,1
qmof-1b498b6.res,2.07523,nan
qmof-1b4a4af.res,13.23854,1
qmof-1b4e871.res,0.904,nan
qmof-1b500ca.res,0.99522,nan
qmof-1b54ceb.res,0.84538,nan
qmof-1b60e82.res,2.5313,2
qmof-1b64037.res,0.98527,nan
qmof-1b6b7d3.res,4.36565,3
qmof-1b6c849.res,2.743,1
qmof-1b70dc7.res,1.27342,nan
qmof-1b7741c.res,4.75435,3
qmof-1b788d8.res,3.93974,1
qmof-1b8f727.res,1.49598,nan
qmof-1b95eaa.res,0.95799,nan
qmof-1b95eee.res,6.39501,3
qmof-1b99f64.res,1.37324,nan
qmof-1ba259a.res,2.94536,1
qmof-1ba69f6.res,0.82605,nan
qmof-1bb0dd9.res,3.56291,3
qmof-1bb7709.res,2.26137,nan
qmof-1bc3b06.res,0.87375,nan
qmof-1bc82b5.res,0.92137,nan
qmof-1bdd4c5.res,1.78931,nan
qmof-1bdd9b2.res,1.25435,nan
qmof-1be087a.res,0.70003,nan
qmof-1be410a.res,1.52887,nan
qmof-1bef540.res,1.86094,nan
qmof-1c14d74.res,2.92915,1
qmof-1c25053.res,5.47571,1
qmof-1c37c36.res,7.18132,3
qmof-1c3833a.res,19.98651,1
qmof-1c3a44c.res,2.86622,1
qmof-1c4a0c9.res,1.23265,nan
qmof-1c59969.res,7.67457,3
qmof-1c69162.res,4.82438,1
qmof-1c7dc6d.res,1.24638,nan
qmof-1c895a0.res,5.58945,3
qmof-1c91623.res,1.27164,nan
qmof-1c923ff.res,1.12961,nan
qmof-1c95cc8.res,25.83077,3
qmof-1c9f47e.res,4.74426,2
qmof-1ca1cf3.res,8.52791,3
qmof-1ca5878.res,9.74018,3
qmof-1ca8fd0.res,5.03968,3
qmof-1cbbca6.res,6.53156,3
qmof-1cbedad.res,3.83613,1
qmof-1cc623d.res,6.4073,1
qmof-1cc6d2b.res,9.87708,1
qmof-1ccde9c.res,5.33757,3
qmof-1ccebc5.res,1.02178,nan
qmof-1cd272b.res,12.48943,3
qmof-1cec922.res,2.02279,nan
qmof-1d06df3.res,3.39967,1
qmof-1d1380d.res,1.37458,nan
qmof-1d20a91.res,3.96442,2
qmof-1d27ba2.res,12.33058,3
qmof-1d2b1b9.res,9.50197,3
qmof-1d2c247.res,6.26426,1
qmof-1d2e262.res,1.13457,nan
qmof-1d6527e.res,2.34728,nan
qmof-1d6c648.res,7.57462,2
qmof-1d78b2e.res,8.97348,3
qmof-1d7abc8.res,10.59806,3
qmof-1d8ceca.res,4.96112,3
qmof-1d94c8a.res,7.84072,3
qmof-1da6c76.res,14.05303,3
qmof-1da7afa.res,16.46208,1
qmof-1daadd6.res,3.66605,3
qmof-1dad226.res,0.9257,nan
qmof-1dad8b9.res,9.89781,3
qmof-1db32bd.res,1.23207,nan
qmof-1db5694.res,3.16645,1
qmof-1db67f1.res,15.55187,3
qmof-1dc30c4.res,0.84624,nan
qmof-1dca0c6.res,1.23442,nan
qmof-1dcac87.res,4.12941,3
qmof-1dcf9c9.res,3.17525,2
qmof-1dd0c97.res,4.16303,1
qmof-1ddc72d.res,0.90929,nan
qmof-1de8e14.res,3.4161,3
qmof-1debcad.res,8.38043,3
qmof-1df1f71.res,1.21415,nan
qmof-1e020e2.res,7.65645,1
qmof-1e0b61c.res,3.32758,3
qmof-1e0ce81.res,2.69083,1
qmof-1e3de68.res,1.08828,nan
qmof-1e427c5.res,0.87038,nan
qmof-1e5ca03.res,3.40501,3
qmof-1e660af.res,1.35606,nan
qmof-1e6e232.res,2.1455,nan
qmof-1e71e12.res,6.62201,3
qmof-1e78f2c.res,0.90036,nan
qmof-1e87041.res,2.86685,1
qmof-1e90576.res,1.22717,nan
qmof-1e91b84.res,2.86595,1
qmof-1eac763.res,9.18443,1
qmof-1eada0b.res,16.42362,3
qmof-1eadbf5.res,3.55999,3
qmof-1eaffa4.res,1.10127,nan
qmof-1eb97da.res,3.5567,1
qmof-1ebd4e7.res,1.37336,nan
qmof-1ebeece.res,4.68841,3
qmof-1ecf38b.res,1.66626,nan
qmof-1ed0a7d.res,0.90779,nan
qmof-1ed0c50.res,4.93401,3
qmof-1ed1341.res,15.27006,3
qmof-1eda44c.res,8.40117,2
qmof-1ee7828.res,14.34606,3
qmof-1eec32d.res,6.36705,3
qmof-1eee5dc.res,2.20424,nan
qmof-1f03fdd.res,1.03399,nan
qmof-1f0ad0a.res,1.01691,nan
qmof-1f0cde6.res,9.82263,3
qmof-1f14edb.res,4.15626,1
qmof-1f248c3.res,5.20168,3
qmof-1f2bd91.res,13.93219,1
qmof-1f2de8f.res,2.91936,1
qmof-1f4f159.res,7.59325,3
qmof-1f55141.res,5.26843,2
qmof-1f56bb6.res,10.12216,3
qmof-1f59aa4.res,0.80692,nan
qmof-1f5abee.res,6.72241,3
qmof-1f5d6ec.res,2.72732,3
qmof-1f660e3.res,5.29661,1
qmof-1f7477f.res,4.98149,2
qmof-1f74dfd.res,0.94512,nan
qmof-1f78c54.res,2.37902,nan
qmof-1f7e34d.res,9.21484,3
qmof-1f8643a.res,1.3884,nan
qmof-1f8a415.res,10.87014,3
qmof-1fbb566.res,7.09388,1
qmof-1fbe7ca.res,0.87559,nan
qmof-1fc378d.res,0.9573,nan
qmof-1fcb8db.res,1.19549,nan
qmof-1fd70f2.res,6.88545,1
qmof-1fd7c8a.res,3.49556,1
qmof-1fdc7b8.res,3.49207,3
qmof-1fe264b.res,15.33687,3
qmof-1fe98cd.res,4.29501,1
qmof-1ff5688.res,9.21805,3
qmof-1ff90d0.res,1.68951,nan
qmof-1ffeb2b.res,6.29333,3
qmof-200045d.res,8.14463,3
qmof-20119ca.res,9.78489,2
qmof-2011a0f.res,5.22505,1
qmof-2012542.res,13.09568,3
qmof-201a359.res,5.43421,3
qmof-201af6e.res,12.31878,3
qmof-2021dad.res,7.68239,3
qmof-2023658.res,1.25102,nan
qmof-2023fc9.res,0.83183,nan
qmof-202a1af.res,1.24825,nan
qmof-2033acd.res,1.13039,nan
qmof-2034ad8.res,7.27616,1
qmof-2039712.res,5.13533,3
qmof-204707c.res,7.56587,3
qmof-204daad.res,3.50906,1
qmof-204eab0.res,15.95576,3
qmof-20529db.res,5.82643,3
qmof-2063f6c.res,0.79987,nan
qmof-2069140.res,0.85278,nan
qmof-206e25b.res,1.0257,nan
qmof-206f428.res,12.89091,3
qmof-2072bf0.res,5.45453,2
qmof-20874c7.res,8.74715,3
qmof-2095c92.res,4.92418,3
qmof-209afa4.res,9.88056,3
qmof-20b49f0.res,9.07114,3
qmof-20b6e60.res,1.09492,nan
qmof-20ce10c.res,1.24905,nan
qmof-20e404f.res,10.20711,3
qmof-20e5849.res,1.76238,nan
qmof-20f0c53.res,3.60525,3
qmof-20f15a8.res,12.651,3
qmof-20f768b.res,2.03683,nan
qmof-20f906c.res,5.56686,2
qmof-20f92bb.res,0.78539,nan
qmof-20fe6b8.res,5.5957,1
qmof-21029e1.res,8.34678,3
qmof-210cad7.res,3.27512,1
qmof-210f8d2.res,1.41549,nan
qmof-211265f.res,2.4089,1
qmof-211f33e.res,7.02757,2
qmof-212a59c.res,1.11301,nan
qmof-21356e5.res,3.0533,1
qmof-213c3a1.res,8.43095,3
qmof-213cb46.res,1.36943,nan
qmof-2142f31.res,8.95422,3
qmof-214a25c.res,9.46338,3
qmof-21516a5.res,4.25852,3
qmof-2155e19.res,12.03712,3
qmof-2157a06.res,0.55331,nan
qmof-21587e2.res,7.48816,3
qmof-216ba86.res,1.48274,nan
qmof-2186c5e.res,0.79699,nan
qmof-2188f7f.res,1.5738,nan
qmof-21a0d3f.res,3.91056,1
qmof-21a8353.res,8.39288,3
qmof-21b5725.res,4.96096,3
qmof-21c86a2.res,0.91475,nan
qmof-21f628d.res,11.86388,1
qmof-2202f09.res,10.26133,1
qmof-22084e3.res,0.96904,nan
qmof-221bfbd.res,7.77082,3
qmof-2223d2b.res,14.3363,3
qmof-222f47b.res,8.15458,1
qmof-223436e.res,8.72973,1
qmof-2235ac6.res,1.05062,nan
qmof-223769d.res,1.08906,nan
qmof-2239292.res,4.9031,3
qmof-2246e1d.res,8.18564,3
qmof-2263045.res,1.14611,nan
qmof-226d00b.res,7.90862,3
qmof-22767fa.res,2.40847,1
qmof-227ae8f.res,0.97658,nan
qmof-2286cb0.res,1.07342,nan
qmof-228e322.res,5.40802,1
qmof-2297abb.res,5.0119,1
qmof-229c7a4.res,1.05378,nan
qmof-229f5b9.res,7.59089,1
qmof-22baac9.res,4.73137,3
qmof-22c2e9c.res,4.13898,1
qmof-22c6575.res,10.39067,1
qmof-22cf513.res,8.38135,3
qmof-22d2330.res,12.17582,3
qmof-22d73d6.res,1.00778,nan
qmof-22d9aa0.res,5.33418,3
qmof-22e4ccf.res,3.26315,3
qmof-22e67b2.res,0.97433,nan
qmof-22f1463.res,14.45308,3
qmof-22f5c5c.res,1.76582,nan
qmof-22f5d46.res,3.08287,1
qmof-22ff445.res,1.04119,nan
qmof-22ff87f.res,1.17732,nan
qmof-2308de6.res,10.40974,1
qmof-231ce7d.res,5.99923,3
qmof-231dae7.res,9.63837,1
qmof-2320388.res,2.50178,2
qmof-2323e49.res,5.3156,1
qmof-232c7dc.res,0.61934,nan
qmof-232d4ab.res,1.46654,nan
qmof-2331794.res,8.79865,3
qmof-233496c.res,3.30869,1
qmof-2337586.res,6.20305,3
qmof-2338a98.res,3.99554,3
qmof-233c525.res,0.81944,nan
qmof-233f752.res,8.19864,1
qmof-2349dac.res,7.88556,3
qmof-235140d.res,6.35586,3
qmof-235238b.res,7.50636,3
qmof-235245e.res,1.27254,nan
qmof-2353005.res,8.54672,3
qmof-23536f6.res,1.02667,nan
qmof-23596df.res,5.70505,3
qmof-235b607.res,1.12528,nan
qmof-235d3c3.res,1.17076,nan
qmof-236db9d.res,5.43031,1
qmof-23746fb.res,1.7866,nan
qmof-23796ec.res,21.10538,1
qmof-237b271.res,1.02024,nan
qmof-237be03.res,5.93552,3
qmof-2381376.res,7.36152,2
qmof-238182d.res,3.39189,3
qmof-2383028.res,0.95511,nan
qmof-238a7a1.res,8.44531,3
qmof-2397030.res,4.88615,1
qmof-2397f35.res,0.85248,nan
qmof-23a6e43.res,4.35732,1
qmof-23af1a9.res,1.07524,nan
qmof-23c23d8.res,2.47739,1
qmof-23c88cb.res,10.60553,3
qmof-23cd4d0.res,1.74019,nan
qmof-23d6b4a.res,5.39958,1
qmof-23daf81.res,0.97213,nan
qmof-23dc929.res,3.22783,2
qmof-23eba6f.res,1.26253,nan
qmof-240cb3f.res,0.85035,nan
qmof-2416924.res,0.99072,nan
qmof-242d06c.res,7.88935,3
qmof-2438f1c.res,2.23422,nan
qmof-243bd48.res,1.34881,nan
qmof-243e60c.res,6.26724,3
qmof-2446a3a.res,5.45624,3
qmof-244f5c8.res,4.55004,3
qmof-245b3af.res,5.34466,3
qmof-2473511.res,13.95912,3
qmof-2482f7f.res,20.36694,1
qmof-24832d5.res,0.88892,nan
qmof-248a9de.res,4.5717,3
qmof-249932b.res,2.16044,nan
qmof-24a3cea.res,1.19727,nan
qmof-24cd0f8.res,12.10197,3
qmof-24cf89d.res,13.15591,1
qmof-24d3ed5.res,7.57061,3
qmof-24d6f98.res,2.39319,nan
qmof-24e316a.res,4.25812,1
qmof-24e85d6.res,5.72491,3
qmof-24ebfb1.res,8.54212,3
qmof-24f72ab.res,8.5353,3
qmof-24fb653.res,7.1424,1
qmof-25097fe.res,10.53245,3
qmof-250bcfe.res,4.87837,3
qmof-250c0b6.res,1.1086,nan
qmof-25162af.res,0.73971,nan
qmof-25172f2.res,5.93135,2
qmof-2517368.res,1.3312,nan
qmof-2521623.res,0.81525,nan
qmof-2522081.res,3.23581,1
qmof-2522b56.res,5.80219,1
qmof-252e6ca.res,0.87132,nan
qmof-2530fd3.res,10.68594,1
qmof-2549388.res,6.52581,3
qmof-254955f.res,0.95055,nan
qmof-254f0bb.res,0.7641,nan
qmof-2556db0.res,14.56922,3
qmof-255c456.res,2.93636,1
qmof-25628aa.res,1.8773,nan
qmof-2563b1d.res,17.24841,1
qmof-2568bd1.res,0.738,nan
qmof-2576b34.res,2.1924,nan
qmof-258a220.res,8.34191,3
qmof-2593fae.res,1.60313,nan
qmof-259af4b.res,0.53183,nan
qmof-259c3ab.res,1.01531,nan
qmof-25a03d3.res,8.70258,3
qmof-25a8aa5.res,1.21768,nan
qmof-25b0591.res,2.45606,1
qmof-25b107a.res,5.59897,3
qmof-25baf67.res,2.45991,1
qmof-25be31d.res,1.23608,nan
qmof-25c89ed.res,2.39631,nan
qmof-25cd768.res,20.36886,1
qmof-25d399e.res,21.78156,1
qmof-25d4e9e.res,4.71735,3
qmof-25d5a89.res,0.92213,nan
qmof-25da5b8.res,7.17706,1
qmof-25dcace.res,4.62083,1
qmof-25e06cf.res,0.91765,nan
qmof-25e0d36.res,4.20299,3
qmof-2600104.res,2.78168,1
qmof-2605824.res,3.7796,1
qmof-260ab77.res,2.39588,nan
qmof-260d2c2.res,4.93791,2
qmof-260d7d1.res,2.17473,nan
qmof-261717e.res,4.25626,2
qmof-2634ae7.res,14.4113,3
qmof-2636c37.res,7.51013,1
qmof-263b2dd.res,8.73901,3
qmof-263fad6.res,5.45677,3
qmof-263fe94.res,11.23991,3
qmof-26420fb.res,2.76016,2
qmof-2644313.res,0.63968,nan
qmof-26447ba.res,9.04999,3
qmof-264c381.res,6.52968,1
qmof-2658448.res,1.09203,nan
qmof-265b56c.res,1.06274,nan
qmof-2665f66.res,11.8514,1
qmof-2677300.res,1.3976,nan
qmof-267b04e.res,5.19506,1
qmof-267f8b8.res,7.44108,1
qmof-2689225.res,12.82771,3
qmof-26920f5.res,6.0083,3
qmof-269e2b1.res,7.38872,3
qmof-26a179f.res,1.09048,nan
qmof-26a5292.res,7.64843,1
qmof-26b5f18.res,0.93793,nan
qmof-26c54ef.res,1.898,nan
qmof-26d0da3.res,5.05499,1
qmof-26d7f43.res,6.56493,1
qmof-26dc3b8.res,4.18072,1
qmof-26ddf3f.res,0.93186,nan
qmof-26e476a.res,6.03105,3
qmof-26ea622.res,2.9609,2
qmof-26fbb22.res,7.38993,1
qmof-270bfcd.res,13.59737,3
qmof-270f527.res,0.99732,nan
qmof-271822f.res,0.72056,nan
qmof-271c0b2.res,11.14199,3
qmof-2721fdf.res,1.71403,nan
qmof-272c907.res,3.31497,2
qmof-2737c15.res,2.27846,nan
qmof-273a582.res,5.12447,3
qmof-2740627.res,1.00525,nan
qmof-274cdaa.res,1.52794,nan
qmof-275272e.res,6.2244,3
qmof-2762336.res,1.61985,nan
qmof-276e333.res,8.40338,3
qmof-276fc31.res,4.74212,3
qmof-277f9e3.res,8.69574,2
qmof-277fc99.res,4.73797,1
qmof-279dffa.res,4.89359,3
qmof-27a9cc4.res,2.75134,1
qmof-27b7e03.res,3.90003,3
qmof-27ba6e2.res,8.45124,3
qmof-27baed2.res,8.07325,1
qmof-27cac2c.res,4.43084,1
qmof-27df637.res,11.84593,3
qmof-27df7c3.res,3.78623,1
qmof-27e06c0.res,5.43922,3
qmof-27e2c83.res,7.19455,2
qmof-27f7861.res,1.32139,nan
qmof-280792c.res,7.59523,2
qmof-280a103.res,6.88737,3
qmof-2810a4f.res,1.13818,nan
qmof-2810e3c.res,2.25494,nan
qmof-2826077.res,0.8315,nan
qmof-2827567.res,0.88975,nan
qmof-2831c65.res,7.84845,3
qmof-283cd9f.res,6.32653,3
qmof-2846d73.res,5.44689,3
qmof-28498f0.res,6.78652,1
qmof-284b001.res,2.58152,1
qmof-2853543.res,0.92495,nan
qmof-2855399.res,10.62762,3
qmof-285770a.res,6.09235,3
qmof-285da54.res,0.80154,nan
qmof-287a882.res,0.79158,nan
qmof-287b33e.res,13.68564,1
qmof-288158a.res,0.81459,nan
qmof-288d36e.res,4.75445,2
qmof-289dd29.res,1.26803,nan
qmof-289df5f.res,4.69349,3
qmof-28acf7f.res,4.50927,3
qmof-28b48d0.res,1.21949,nan
qmof-28beae4.res,1.3446,nan
qmof-28d73ee.res,7.779,2
qmof-28e1e79.res,0.83335,nan
qmof-28f0c4f.res,1.07005,nan
qmof-28f26b6.res,1.15638,nan
qmof-28f98c4.res,9.53429,3
qmof-290f2ce.res,2.87104,2
qmof-29106ae.res,10.44643,3
qmof-2915b01.res,1.20793,nan
qmof-291b6b8.res,10.28633,3
qmof-291c11a.res,1.64588,nan
qmof-291d3e3.res,1.01661,nan
qmof-292b063.res,1.00265,nan
qmof-292e1e6.res,1.6214,nan
qmof-292f4be.res,3.67724,3
qmof-293bef6.res,5.94539,3
qmof-293c249.res,5.21144,2
qmof-293ef61.res,6.29749,1
qmof-294c6fc.res,1.13441,nan
qmof-294fba6.res,1.62598,nan
qmof-2951cee.res,1.16905,nan
qmof-2956a93.res,6.09662,3
qmof-2959e3b.res,0.8738,nan
qmof-295b93d.res,0.88315,nan
qmof-295bfb2.res,2.18825,nan
qmof-296785d.res,6.04231,1
qmof-296feb8.res,4.00728,3
qmof-2972f3b.res,9.41542,3
qmof-29755e5.res,4.13813,1
qmof-299fe2a.res,0.82191,nan
qmof-29b2925.res,1.19458,nan
qmof-29bbb41.res,3.04068,2
qmof-29be2c9.res,6.27484,3
qmof-29c0bd6.res,11.46765,3
qmof-29c1a31.res,1.196,nan
qmof-29c7dbe.res,13.67388,2
qmof-29cb630.res,1.11528,nan
qmof-29d5123.res,14.90906,3
qmof-29f1fa9.res,4.21554,3
qmof-2a10237.res,3.6689,1
qmof-2a30c18.res,3.27239,2
qmof-2a3acb5.res,1.59119,nan
qmof-2a3e035.res,1.13306,nan
qmof-2a4c288.res,12.01056,3
qmof-2a5ad82.res,3.89825,3
qmof-2a5beeb.res,9.85321,3
qmof-2a66433.res,5.94118,3
qmof-2a66aa3.res,3.99317,3
qmof-2a66c48.res,6.79996,1
qmof-2a6d3cc.res,10.70777,3
qmof-2a8957f.res,1.7552,nan
qmof-2adaa4e.res,1.55443,nan
qmof-2adadfd.res,2.93502,3
qmof-2ae9d62.res,7.51689,3
qmof-2aecb3c.res,20.84226,3
qmof-2b19e65.res,0.64988,nan
qmof-2b1d7b8.res,7.456,3
qmof-2b24084.res,6.38677,2
qmof-2b27977.res,1.04832,nan
qmof-2b284cb.res,6.06836,2
qmof-2b29f90.res,0.93687,nan
qmof-2b2e2fd.res,3.39057,3
qmof-2b3602d.res,0.83317,nan
qmof-2b3bd76.res,0.91855,nan
qmof-2b46da3.res,0.79128,nan
qmof-2b5499a.res,1.28079,nan
qmof-2b7615b.res,1.52073,nan
qmof-2b7dbda.res,8.81897,3
qmof-2b95566.res,3.18376,3
qmof-2b9efc6.res,3.90235,1
qmof-2ba6a09.res,4.8694,3
qmof-2bab714.res,1.06126,nan
qmof-2bae975.res,3.60991,3
qmof-2bb1085.res,0.95741,nan
qmof-2bbe9ae.res,1.06434,nan
qmof-2bcb043.res,2.1857,nan
qmof-2bccd8b.res,1.9988,nan
qmof-2bd31fe.res,1.08471,nan
qmof-2bdd6ef.res,7.65166,3
qmof-2bf6c21.res,7.562,3
qmof-2bf71ce.res,1.21315,nan
qmof-2bff013.res,7.7363,3
qmof-2c0c22d.res,1.2062,nan
qmof-2c0fa92.res,4.98565,1
qmof-2c14e85.res,3.33059,1
qmof-2c16169.res,2.77219,1
qmof-2c173c2.res,3.41095,2
qmof-2c17849.res,3.37523,1
qmof-2c19356.res,1.25348,nan
qmof-2c1dd80.res,5.93823,2
qmof-2c240b6.res,0.76651,nan
qmof-2c27ac5.res,1.419,nan
qmof-2c36a33.res,0.83844,nan
qmof-2c3b167.res,6.93362,1
qmof-2c3bc74.res,1.66494,nan
qmof-2c4080f.res,2.93034,1
qmof-2c408e6.res,4.03661,1
qmof-2c46c8a.res,14.02492,2
qmof-2c52fd4.res,4.72455,1
qmof-2c659a7.res,1.5022,nan
qmof-2c7948e.res,9.59446,1
qmof-2cac69d.res,9.83722,3
qmof-2cc1b33.res,6.78387,3
qmof-2cc3702.res,2.04879,nan
qmof-2cc770d.res,0.94909,nan
qmof-2ccb488.res,1.1667,nan
qmof-2cd5ebd.res,0.85876,nan
qmof-2cd9068.res,10.83146,3
qmof-2cda290.res,5.9046,3
qmof-2cdf06a.res,9.64749,2
qmof-2ce69a2.res,0.65671,nan
qmof-2cf4df0.res,1.17801,nan
qmof-2cf5504.res,9.46218,3
qmof-2cfb7a7.res,13.95275,3
qmof-2cfc395.res,0.89638,nan
qmof-2cfe6c0.res,1.1142,nan
qmof-2cfeca5.res,1.30478,nan
qmof-2d04c0a.res,1.26184,nan
qmof-2d067ad.res,12.83481,3
qmof-2d0ea93.res,15.30665,3
qmof-2d1ab29.res,8.46094,3
qmof-2d1b778.res,1.40252,nan
qmof-2d22a35.res,2.57135,3
qmof-2d2b8f2.res,15.32859,3
qmof-2d358d1.res,1.00677,nan
qmof-2d48467.res,11.36324,2
qmof-2d4accf.res,1.66786,nan
qmof-2d4b95d.res,7.72896,3
qmof-2d5d814.res,8.43959,1
qmof-2d72808.res,0.87549,nan
qmof-2d76250.res,0.84474,nan
qmof-2d787b0.res,1.34928,nan
qmof-2d86fa0.res,9.30096,3
qmof-2d8d50c.res,9.34277,1
qmof-2d90005.res,14.41908,3
qmof-2d93e62.res,3.03814,2
qmof-2d973a8.res,1.46468,nan
qmof-2d9e71c.res,1.02919,nan
qmof-2d9f3da.res,1.9317,nan
qmof-2da37e8.res,7.84661,3
qmof-2dab706.res,7.44592,1
qmof-2dae2b6.res,3.06885,1
qmof-2dbf6de.res,6.8772,3
qmof-2e02fed.res,1.20382,nan
qmof-2e15076.res,0.94812,nan
qmof-2e17133.res,1.35075,nan
qmof-2e1a19d.res,4.26362,1
qmof-2e1bdda.res,3.9529,1
qmof-2e1f180.res,1.95305,nan
qmof-2e2337f.res,7.50461,1
qmof-2e27258.res,6.17135,3
qmof-2e2b077.res,2.78016,1
qmof-2e2bcea.res,11.96995,3
qmof-2e2ea03.res,5.15607,3
qmof-2e34efd.res,9.19921,3
qmof-2e370d9.res,0.93715,nan
qmof-2e50f50.res,0.96275,nan
qmof-2e54a3e.res,1.95071,nan
qmof-2e69ac2.res,1.34443,nan
qmof-2e8198f.res,7.11522,1
qmof-2e932db.res,4.3112,1
qmof-2eaaadb.res,6.25281,3
qmof-2eb73bf.res,2.388,nan
qmof-2ecd9eb.res,1.01524,nan
qmof-2edacf2.res,1.03275,nan
qmof-2ee4f8f.res,1.28232,nan
qmof-2ee608c.res,1.37004,nan
qmof-2eea506.res,3.49816,1
qmof-2eeccc6.res,2.41048,2
qmof-2ef1553.res,1.43375,nan
qmof-2efade9.res,26.42678,3
qmof-2f075c1.res,1.26812,nan
qmof-2f0e858.res,3.04328,1
qmof-2f0e952.res,5.50122,1
qmof-2f13274.res,8.36628,3
qmof-2f15906.res,0.87605,nan
qmof-2f1b443.res,0.88656,nan
qmof-2f358d2.res,0.9784,nan
qmof-2f3c712.res,2.42351,1
qmof-2f4f5e2.res,4.40731,1
qmof-2f5ad9e.res,6.03707,1
qmof-2f61188.res,2.63934,1
qmof-2f7f5e3.res,1.06,nan
qmof-2fa0c87.res,4.23338,1
qmof-2fa6555.res,1.721,nan
qmof-2facfc9.res,4.65546,3
qmof-2fb0f21.res,0.96658,nan
qmof-2fb9d0e.res,1.16721,nan
qmof-2fd7be7.res,4.03569,1
qmof-2fe05e8.res,8.39684,1
qmof-2ff6d74.res,5.56339,3
qmof-2ff8597.res,1.41061,nan
qmof-3010cb1.res,8.19282,3
qmof-3015109.res,3.65552,3
qmof-3015833.res,1.63631,nan
qmof-301715f.res,0.87267,nan
qmof-301845c.res,5.6638,3
qmof-3019c97.res,4.90316,1
qmof-3026c2e.res,5.45997,1
qmof-30293ad.res,6.73482,3
qmof-302ad52.res,7.65735,2
qmof-303620d.res,6.25776,3
qmof-3043836.res,4.04359,1
qmof-3048b12.res,1.34831,nan
qmof-304d957.res,9.6206,3
qmof-305bca1.res,10.14198,3
qmof-30641d6.res,3.70705,3
qmof-306aa03.res,4.71998,1
qmof-306fb3e.res,0.86269,nan
qmof-3076706.res,1.16669,nan
qmof-307d2e1.res,3.85262,3
qmof-308748b.res,3.66219,2
qmof-30885c7.res,1.1232,nan
qmof-308a75f.res,3.30865,1
qmof-308beb7.res,21.97302,3
qmof-308fadd.res,2.7556,1
qmof-3095be4.res,1.45651,nan
qmof-30b35a0.res,5.74333,3
qmof-30b4df3.res,3.42318,3
qmof-30b752e.res,9.27889,3
qmof-30cd2b2.res,0.80299,nan
qmof-30d0a05.res,9.15691,3
qmof-30df418.res,3.21869,1
qmof-30dfda8.res,6.2378,3
qmof-30e47a5.res,1.53019,nan
qmof-30f3806.res,1.605,nan
qmof-30f908c.res,4.80766,3
